img,act_class,act_name
052403767.jpg,,
057209982.jpg,,
085301356.jpg,,
080592815.jpg,,
013221152.jpg,home repair,scraping and painting sailboat or powerboat
071391458.jpg,home repair,scraping and painting sailboat or powerboat
043543613.jpg,home repair,scraping and painting sailboat or powerboat
029464890.jpg,home repair,scraping and painting sailboat or powerboat
005001882.jpg,home repair,scraping and painting sailboat or powerboat
048724956.jpg,home repair,scraping and painting sailboat or powerboat
035543668.jpg,home repair,scraping and painting sailboat or powerboat
025151304.jpg,home repair,scraping and painting sailboat or powerboat
069467173.jpg,home repair,scraping and painting sailboat or powerboat
076948539.jpg,home activities,breastfeeding sitting or reclining
024478952.jpg,home activities,breastfeeding sitting or reclining
004944744.jpg,home activities,breastfeeding sitting or reclining
084875270.jpg,home activities,breastfeeding sitting or reclining
000995974.jpg,,
093711249.jpg,,
062761987.jpg,,
032184664.jpg,,
024647791.jpg,home activities,breastfeeding sitting or reclining
000900566.jpg,home activities,breastfeeding sitting or reclining
023547142.jpg,home activities,breastfeeding sitting or reclining
013772830.jpg,home activities,breastfeeding sitting or reclining
061216622.jpg,home activities,breastfeeding sitting or reclining
016654559.jpg,home activities,breastfeeding sitting or reclining
052862984.jpg,home activities,breastfeeding sitting or reclining
059011642.jpg,home activities,breastfeeding sitting or reclining
029804170.jpg,home activities,breastfeeding sitting or reclining
003506495.jpg,home activities,breastfeeding sitting or reclining
003725388.jpg,home activities,breastfeeding sitting or reclining
002634733.jpg,home activities,breastfeeding sitting or reclining
073912467.jpg,home activities,breastfeeding sitting or reclining
031800970.jpg,home activities,breastfeeding sitting or reclining
079630019.jpg,home activities,breastfeeding sitting or reclining
043173282.jpg,home activities,breastfeeding sitting or reclining
045299810.jpg,home activities,breastfeeding sitting or reclining
051288260.jpg,home activities,breastfeeding sitting or reclining
071303146.jpg,home activities,breastfeeding sitting or reclining
027350287.jpg,home activities,breastfeeding sitting or reclining
012158735.jpg,home activities,breastfeeding sitting or reclining
055605734.jpg,home activities,breastfeeding sitting or reclining
032697762.jpg,occupation,police making an arrest standing
044249131.jpg,occupation,police making an arrest standing
064694671.jpg,occupation,police making an arrest standing
049412574.jpg,,
062027882.jpg,,
054420000.jpg,,
073979637.jpg,,
070593662.jpg,,
053418989.jpg,,
067890302.jpg,,
087355960.jpg,,
043227129.jpg,,
041276307.jpg,,
076424562.jpg,,
058255384.jpg,,
007100678.jpg,,
089211202.jpg,,
003078310.jpg,,
074839636.jpg,,
075879414.jpg,,
095311109.jpg,,
005413441.jpg,,
059685686.jpg,,
042784057.jpg,,
033063295.jpg,occupation,police making an arrest standing
009031856.jpg,occupation,police making an arrest standing
056265412.jpg,occupation,police making an arrest standing
047904073.jpg,occupation,police making an arrest standing
010455446.jpg,occupation,police making an arrest standing
061248951.jpg,occupation,police making an arrest standing
073795312.jpg,sports,rope skipping general
076727830.jpg,sports,rope skipping general
090537319.jpg,sports,rope skipping general
040947074.jpg,sports,rope skipping general
095307277.jpg,sports,rope skipping general
086542941.jpg,sports,rope skipping general
029650157.jpg,sports,rope skipping general
015928304.jpg,sports,rope skipping general
043538940.jpg,sports,rope skipping general
040189871.jpg,,
057571931.jpg,,
058338623.jpg,,
074998698.jpg,,
050988995.jpg,,
010482264.jpg,,
085829134.jpg,,
030976458.jpg,,
097129746.jpg,,
011786011.jpg,,
095825117.jpg,,
009101181.jpg,,
023103614.jpg,,
004657994.jpg,,
070511315.jpg,,
085029874.jpg,,
043407108.jpg,,
092852208.jpg,,
059029907.jpg,,
063000714.jpg,home repair,laying or removing carpet
084541920.jpg,home repair,laying or removing carpet
029680021.jpg,home repair,laying or removing carpet
035426572.jpg,home repair,laying or removing carpet
090595192.jpg,home repair,laying or removing carpet
090096350.jpg,home repair,laying or removing carpet
097648278.jpg,home repair,laying or removing carpet
090183832.jpg,home repair,laying or removing carpet
012737204.jpg,home repair,laying or removing carpet
082372429.jpg,home repair,laying or removing carpet
040983848.jpg,home repair,laying or removing carpet
099080136.jpg,home repair,laying or removing carpet
047228096.jpg,home repair,laying or removing carpet
055383608.jpg,,
052977492.jpg,,
032173703.jpg,,
007502209.jpg,,
089565123.jpg,,
080267581.jpg,,
013952678.jpg,home repair,laying or removing carpet
077676827.jpg,home repair,laying or removing carpet
062584667.jpg,home repair,laying or removing carpet
040914379.jpg,home repair,laying or removing carpet
025402115.jpg,home repair,laying or removing carpet
085972878.jpg,home repair,laying or removing carpet
070018826.jpg,home repair,laying or removing carpet
054773991.jpg,home repair,laying or removing carpet
060956853.jpg,home repair,laying or removing carpet
009106618.jpg,home repair,laying or removing carpet
047391976.jpg,home repair,laying or removing carpet
019370029.jpg,home repair,laying or removing carpet
020838368.jpg,home repair,laying or removing carpet
066130396.jpg,home repair,laying or removing carpet
091125615.jpg,home repair,laying or removing carpet
040375661.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
020774927.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
064874694.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
087118705.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
074831880.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
086875723.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
053655467.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
075187624.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
014006456.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
034827462.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
038954916.jpg,,
051129575.jpg,,
092907636.jpg,,
087429656.jpg,,
013452549.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
017278965.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
035764055.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
029074387.jpg,home activities,vacuuming general moderate effort
061477095.jpg,home activities,vacuuming general moderate effort
090277605.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
096229154.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
065360295.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
083815920.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
052520220.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
020832695.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
052468841.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
055508260.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
074245756.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
021988299.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
036831038.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
036402747.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
095943960.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
044394496.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
075509397.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
075081138.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
026554418.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
057186969.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
089430289.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
047519772.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
094511751.jpg,home activities,polishing floors standing walking slowly using electric polishing machine
021445823.jpg,lawn and garden,driving tractor
007415911.jpg,lawn and garden,driving tractor
089145387.jpg,lawn and garden,driving tractor
084768120.jpg,lawn and garden,driving tractor
099258988.jpg,lawn and garden,driving tractor
067939349.jpg,lawn and garden,driving tractor
093668793.jpg,lawn and garden,driving tractor
082694903.jpg,lawn and garden,driving tractor
084442633.jpg,lawn and garden,driving tractor
056914157.jpg,lawn and garden,driving tractor
038236460.jpg,lawn and garden,driving tractor
093455807.jpg,lawn and garden,driving tractor
043211718.jpg,lawn and garden,driving tractor
053881937.jpg,lawn and garden,driving tractor
044611431.jpg,lawn and garden,driving tractor
056481831.jpg,lawn and garden,driving tractor
047050508.jpg,lawn and garden,driving tractor
004796756.jpg,lawn and garden,driving tractor
088204819.jpg,lawn and garden,driving tractor
044439382.jpg,lawn and garden,driving tractor
058894365.jpg,lawn and garden,driving tractor
013918780.jpg,lawn and garden,driving tractor
000338785.jpg,lawn and garden,driving tractor
024529009.jpg,,
070458603.jpg,,
009919453.jpg,,
090888744.jpg,,
021502257.jpg,,
020459361.jpg,,
018150796.jpg,,
001398171.jpg,,
077180547.jpg,lawn and garden,driving tractor
087503453.jpg,lawn and garden,driving tractor
061416270.jpg,lawn and garden,driving tractor
018819998.jpg,lawn and garden,driving tractor
028527800.jpg,lawn and garden,driving tractor
047592670.jpg,lawn and garden,driving tractor
095434595.jpg,lawn and garden,driving tractor
024735137.jpg,lawn and garden,driving tractor
073164590.jpg,lawn and garden,driving tractor
043944822.jpg,lawn and garden,driving tractor
029784735.jpg,lawn and garden,driving tractor
045591594.jpg,lawn and garden,driving tractor
007120672.jpg,lawn and garden,driving tractor
079868737.jpg,lawn and garden,driving tractor
024330193.jpg,lawn and garden,driving tractor
072541212.jpg,lawn and garden,driving tractor
006834837.jpg,lawn and garden,driving tractor
095509856.jpg,lawn and garden,driving tractor
019301499.jpg,lawn and garden,driving tractor
088274208.jpg,lawn and garden,driving tractor
080947321.jpg,lawn and garden,driving tractor
096785992.jpg,lawn and garden,driving tractor
047789066.jpg,lawn and garden,driving tractor
072739729.jpg,lawn and garden,driving tractor
037071066.jpg,lawn and garden,driving tractor
018436824.jpg,lawn and garden,driving tractor
044307593.jpg,lawn and garden,driving tractor
016574902.jpg,lawn and garden,driving tractor
098204462.jpg,lawn and garden,driving tractor
009624649.jpg,conditioning exercise,yoga Power
058921172.jpg,conditioning exercise,yoga Power
062646386.jpg,conditioning exercise,yoga Power
053807954.jpg,conditioning exercise,yoga Power
066218589.jpg,conditioning exercise,yoga Power
011618078.jpg,conditioning exercise,yoga Power
055501852.jpg,inactivity quiet/light,standing quietly standing in a line
028721257.jpg,inactivity quiet/light,standing quietly standing in a line
094017606.jpg,inactivity quiet/light,standing quietly standing in a line
076207165.jpg,inactivity quiet/light,standing quietly standing in a line
097251448.jpg,inactivity quiet/light,standing quietly standing in a line
003755607.jpg,inactivity quiet/light,standing quietly standing in a line
028513318.jpg,,
019542259.jpg,,
001115459.jpg,,
024232573.jpg,,
067877598.jpg,,
023108892.jpg,,
050900345.jpg,lawn and garden,digging spading filling garden composting
088781811.jpg,lawn and garden,digging spading filling garden composting
069375792.jpg,lawn and garden,digging spading filling garden composting
039462907.jpg,lawn and garden,digging spading filling garden composting
037246894.jpg,lawn and garden,digging spading filling garden composting
045573581.jpg,miscellaneous,standing miscellaneous
017704144.jpg,lawn and garden,planting trees
063400077.jpg,lawn and garden,planting trees
036415282.jpg,lawn and garden,planting trees
085236535.jpg,lawn and garden,planting trees
075655266.jpg,lawn and garden,planting trees
061051316.jpg,lawn and garden,digging spading filling garden composting
036420222.jpg,lawn and garden,digging spading filling garden composting
020993183.jpg,lawn and garden,digging spading filling garden composting
077615186.jpg,lawn and garden,digging spading filling garden composting
048640910.jpg,lawn and garden,digging spading filling garden composting
022475004.jpg,lawn and garden,digging spading filling garden composting
019517462.jpg,lawn and garden,digging spading filling garden composting
016540090.jpg,lawn and garden,digging spading filling garden composting
077716120.jpg,,
022898719.jpg,,
052664226.jpg,lawn and garden,wheelbarrow pushing garden cart or wheelbarrow
045154636.jpg,lawn and garden,planting seedlings shrub stooping moderate effort
057961090.jpg,lawn and garden,digging spading filling garden composting
087715490.jpg,lawn and garden,digging spading filling garden composting
086774739.jpg,lawn and garden,digging spading filling garden composting
045107607.jpg,,
001536625.jpg,,
042644381.jpg,,
060619354.jpg,lawn and garden,digging spading filling garden composting
055776476.jpg,lawn and garden,digging spading filling garden composting
065133611.jpg,lawn and garden,digging spading filling garden composting
015407573.jpg,lawn and garden,digging spading filling garden composting
064653510.jpg,lawn and garden,digging spading filling garden composting
018265162.jpg,lawn and garden,digging spading filling garden composting
075052398.jpg,lawn and garden,digging spading filling garden composting
033908761.jpg,,
070989543.jpg,lawn and garden,digging spading filling garden composting
004786560.jpg,lawn and garden,digging spading filling garden composting
040786003.jpg,lawn and garden,digging spading filling garden composting
070503452.jpg,lawn and garden,digging spading filling garden composting
022687052.jpg,lawn and garden,shoveling dirt or mud
079528704.jpg,lawn and garden,shoveling dirt or mud
063077973.jpg,lawn and garden,shoveling dirt or mud
058756177.jpg,conditioning exercise,resistance training
035354885.jpg,home activities,playing with animals
048245147.jpg,home activities,playing with animals
059734930.jpg,home activities,playing with animals
047246211.jpg,home activities,playing with animals
069831332.jpg,home activities,playing with animals
043369693.jpg,walking,walking general
020227318.jpg,walking,walking general
021393378.jpg,walking,walking general
000580377.jpg,conditioning exercise,resistance training
030095772.jpg,conditioning exercise,resistance training
074891764.jpg,conditioning exercise,resistance training
079416271.jpg,walking,walking general
020246754.jpg,walking,walking general
095904400.jpg,walking,walking general
050240279.jpg,,
091697875.jpg,,
070676528.jpg,,
072243342.jpg,,
008504362.jpg,,
021999113.jpg,walking,walking general
000881483.jpg,walking,walking general
071612764.jpg,walking,walking general
034443829.jpg,walking,walking general
078665252.jpg,walking,walking general
033893622.jpg,walking,walking general
081933375.jpg,,
013069825.jpg,,
017337316.jpg,,
034087654.jpg,,
040848739.jpg,lawn and garden,clearing brush
034870281.jpg,lawn and garden,clearing brush
076364703.jpg,lawn and garden,clearing brush
009695139.jpg,lawn and garden,clearing brush
035121702.jpg,,
083724000.jpg,lawn and garden,clearing brush
006679708.jpg,lawn and garden,clearing brush
094234351.jpg,lawn and garden,clearing brush
098631684.jpg,lawn and garden,clearing brush
008856817.jpg,lawn and garden,driving tractor
029127252.jpg,,
037240067.jpg,lawn and garden,clearing brush
077639137.jpg,,
059592681.jpg,lawn and garden,clearing brush
064436570.jpg,lawn and garden,clearing brush
075750982.jpg,,
011797900.jpg,,
083320946.jpg,,
070561980.jpg,,
057734173.jpg,,
088973533.jpg,,
070030635.jpg,,
020169996.jpg,,
042974538.jpg,,
049404287.jpg,,
005521763.jpg,,
095463751.jpg,lawn and garden,clearing brush
012857726.jpg,lawn and garden,clearing brush
069746127.jpg,home activities,non-food shopping with or without a cart standing or walking
050623104.jpg,lawn and garden,clearing brush
002563225.jpg,lawn and garden,mowing lawn walk hand mower (Taylor Code 570)
092474748.jpg,lawn and garden,mowing lawn walk hand mower (Taylor Code 570)
085183681.jpg,lawn and garden,mowing lawn walk hand mower (Taylor Code 570)
052425793.jpg,lawn and garden,mowing lawn walk hand mower (Taylor Code 570)
022894234.jpg,lawn and garden,mowing lawn walk hand mower (Taylor Code 570)
012162289.jpg,lawn and garden,mowing lawn walk hand mower (Taylor Code 570)
036339248.jpg,lawn and garden,mowing lawn walk hand mower (Taylor Code 570)
025542828.jpg,lawn and garden,mowing lawn walk hand mower (Taylor Code 570)
050669120.jpg,lawn and garden,mowing lawn walk hand mower (Taylor Code 570)
096640930.jpg,lawn and garden,mowing lawn walk hand mower (Taylor Code 570)
057495349.jpg,lawn and garden,mowing lawn walk hand mower (Taylor Code 570)
088993106.jpg,lawn and garden,mowing lawn walk hand mower (Taylor Code 570)
065087884.jpg,walking,hiking
047524653.jpg,walking,hiking
085460756.jpg,walking,hiking
047136811.jpg,walking,hiking
086862817.jpg,walking,hiking
029157677.jpg,walking,hiking
012881307.jpg,walking,hiking
085531446.jpg,walking,hiking
058741516.jpg,walking,hiking
088909240.jpg,walking,hiking
093782721.jpg,,
005362839.jpg,walking,hiking
050096930.jpg,walking,hiking
037496455.jpg,walking,hiking
062585840.jpg,walking,hiking
079359120.jpg,walking,hiking
028059022.jpg,lawn and garden,planting seedlings shrub stooping moderate effort
055679838.jpg,walking,hiking
070872858.jpg,walking,hiking
013443108.jpg,walking,hiking
081406691.jpg,walking,hiking
060610960.jpg,walking,hiking
094953744.jpg,walking,hiking
033952892.jpg,walking,hiking
010814594.jpg,walking,hiking
050650120.jpg,walking,hiking
008581077.jpg,walking,hiking
096952652.jpg,walking,hiking
003868496.jpg,walking,hiking
075350390.jpg,walking,hiking
052510240.jpg,walking,hiking
036862065.jpg,walking,hiking
006584216.jpg,walking,hiking
062216692.jpg,walking,hiking
058522033.jpg,lawn and garden,trimming shrubs or trees
028088327.jpg,lawn and garden,trimming shrubs or trees
091022170.jpg,lawn and garden,trimming shrubs or trees
030411001.jpg,lawn and garden,trimming shrubs or trees
044972541.jpg,lawn and garden,trimming shrubs or trees
054376246.jpg,lawn and garden,trimming shrubs or trees
010023188.jpg,lawn and garden,trimming shrubs or trees
093216172.jpg,lawn and garden,trimming shrubs or trees
037453615.jpg,lawn and garden,gardening with heavy power tools tilling a garden chain saw
008077921.jpg,,
038729117.jpg,,
060020255.jpg,,
051365267.jpg,,
069454197.jpg,,
005548394.jpg,home activities,knitting sewing
028454061.jpg,home activities,knitting sewing
081923058.jpg,home activities,knitting sewing
007989369.jpg,home activities,knitting sewing
085548595.jpg,home activities,knitting sewing
009189609.jpg,,
083445421.jpg,,
036078840.jpg,,
061220906.jpg,,
015288712.jpg,,
006616872.jpg,,
021593820.jpg,,
012785382.jpg,,
031240590.jpg,,
051438325.jpg,,
058875946.jpg,,
078986811.jpg,,
065623989.jpg,,
060875833.jpg,,
041178203.jpg,,
047380843.jpg,,
041452083.jpg,,
084216603.jpg,water activities,diving springboard or platform
023000045.jpg,water activities,diving springboard or platform
000572093.jpg,water activities,skindiving scuba diving snorkeling
065131990.jpg,water activities,diving springboard or platform
020246218.jpg,water activities,skindiving scuba diving snorkeling
089011514.jpg,water activities,skindiving scuba diving snorkeling
085904633.jpg,water activities,skindiving scuba diving snorkeling
007672737.jpg,water activities,skindiving scuba diving snorkeling
010638841.jpg,water activities,skindiving scuba diving snorkeling
049517159.jpg,water activities,skindiving scuba diving snorkeling
060922266.jpg,water activities,skindiving scuba diving snorkeling
027490834.jpg,water activities,skindiving scuba diving snorkeling
071679772.jpg,water activities,skindiving scuba diving snorkeling
059491602.jpg,water activities,skindiving scuba diving snorkeling
032482411.jpg,water activities,skindiving scuba diving snorkeling
002537149.jpg,water activities,skindiving scuba diving snorkeling
075015028.jpg,water activities,skindiving scuba diving snorkeling
021475367.jpg,water activities,skindiving scuba diving snorkeling
083447374.jpg,water activities,skindiving scuba diving snorkeling
042029026.jpg,,
057707744.jpg,,
087294873.jpg,sports,handball
086362300.jpg,sports,handball
037151958.jpg,sports,handball
020888889.jpg,sports,handball
077514608.jpg,sports,handball
043308020.jpg,sports,handball
019204199.jpg,sports,handball
090442534.jpg,sports,handball
019810419.jpg,sports,handball
002580717.jpg,sports,handball
002027997.jpg,sports,handball
062231536.jpg,sports,handball
066167506.jpg,sports,handball
031104171.jpg,occupation,massage therapist standing
032001099.jpg,occupation,massage therapist standing
033949392.jpg,occupation,massage therapist standing
068015855.jpg,occupation,massage therapist standing
005813379.jpg,occupation,massage therapist standing
092911635.jpg,occupation,massage therapist standing
022252104.jpg,occupation,massage therapist standing
099967321.jpg,occupation,massage therapist standing
017152269.jpg,occupation,massage therapist standing
077154646.jpg,occupation,massage therapist standing
022341254.jpg,occupation,massage therapist standing
008084680.jpg,occupation,massage therapist standing
087493332.jpg,occupation,massage therapist standing
085875126.jpg,occupation,massage therapist standing
040357039.jpg,occupation,massage therapist standing
070239614.jpg,occupation,massage therapist standing
055706593.jpg,occupation,massage therapist standing
085295611.jpg,occupation,massage therapist standing
031505597.jpg,occupation,massage therapist standing
052367240.jpg,occupation,massage therapist standing
048537237.jpg,occupation,massage therapist standing
035390583.jpg,occupation,massage therapist standing
089145506.jpg,occupation,massage therapist standing
016587792.jpg,occupation,massage therapist standing
014950864.jpg,occupation,massage therapist standing
057690954.jpg,occupation,massage therapist standing
065749423.jpg,occupation,massage therapist standing
019461925.jpg,occupation,massage therapist standing
039071744.jpg,occupation,massage therapist standing
094656384.jpg,occupation,massage therapist standing
024661742.jpg,occupation,massage therapist standing
066836070.jpg,occupation,massage therapist standing
074014939.jpg,occupation,massage therapist standing
044812870.jpg,occupation,massage therapist standing
093752599.jpg,occupation,massage therapist standing
073665674.jpg,occupation,massage therapist standing
045792458.jpg,occupation,massage therapist standing
056933520.jpg,occupation,massage therapist standing
069261344.jpg,occupation,massage therapist standing
059219018.jpg,occupation,massage therapist standing
087869758.jpg,occupation,massage therapist standing
035688866.jpg,occupation,massage therapist standing
029988574.jpg,occupation,massage therapist standing
021383889.jpg,occupation,massage therapist standing
003778297.jpg,occupation,massage therapist standing
004301396.jpg,occupation,massage therapist standing
087005519.jpg,,
067839315.jpg,,
066053242.jpg,,
061464282.jpg,,
084921914.jpg,,
048026693.jpg,,
087041083.jpg,,
035944503.jpg,,
092670750.jpg,home repair,painting inside housewallpapering scraping paint
069865698.jpg,home repair,painting inside housewallpapering scraping paint
025717714.jpg,home repair,painting inside housewallpapering scraping paint
056408492.jpg,home repair,painting inside housewallpapering scraping paint
053303056.jpg,home repair,painting inside housewallpapering scraping paint
013789882.jpg,home repair,painting inside housewallpapering scraping paint
059124291.jpg,home repair,painting inside housewallpapering scraping paint
031478562.jpg,home repair,painting inside housewallpapering scraping paint
005234877.jpg,home repair,painting inside housewallpapering scraping paint
094865616.jpg,home repair,painting inside housewallpapering scraping paint
064149037.jpg,home repair,painting inside housewallpapering scraping paint
087691893.jpg,home repair,painting inside housewallpapering scraping paint
067605601.jpg,home repair,painting inside housewallpapering scraping paint
035698369.jpg,home repair,painting inside housewallpapering scraping paint
051268807.jpg,home repair,painting inside housewallpapering scraping paint
067574676.jpg,home repair,painting inside housewallpapering scraping paint
096025233.jpg,home repair,painting inside housewallpapering scraping paint
025366946.jpg,home repair,painting inside housewallpapering scraping paint
087497706.jpg,home repair,painting inside housewallpapering scraping paint
092407781.jpg,home repair,painting inside housewallpapering scraping paint
067041551.jpg,home repair,painting inside housewallpapering scraping paint
093126663.jpg,home repair,painting inside housewallpapering scraping paint
039787859.jpg,home repair,painting inside housewallpapering scraping paint
095301618.jpg,home repair,painting inside housewallpapering scraping paint
070278288.jpg,home repair,painting inside housewallpapering scraping paint
004200577.jpg,home repair,painting inside housewallpapering scraping paint
090687283.jpg,home repair,painting inside housewallpapering scraping paint
048447281.jpg,home repair,painting inside housewallpapering scraping paint
046032698.jpg,home repair,painting inside housewallpapering scraping paint
056646661.jpg,home repair,painting inside housewallpapering scraping paint
014938455.jpg,home repair,painting inside housewallpapering scraping paint
046916605.jpg,home repair,painting inside housewallpapering scraping paint
083112722.jpg,,
001548246.jpg,home repair,painting inside housewallpapering scraping paint
027291716.jpg,home repair,painting inside housewallpapering scraping paint
000245459.jpg,home repair,painting inside housewallpapering scraping paint
041571131.jpg,home repair,painting inside housewallpapering scraping paint
072831551.jpg,home repair,painting inside housewallpapering scraping paint
079877183.jpg,home repair,painting inside housewallpapering scraping paint
094518976.jpg,home repair,painting inside housewallpapering scraping paint
060850461.jpg,home repair,painting inside housewallpapering scraping paint
025462687.jpg,home repair,painting inside housewallpapering scraping paint
092414795.jpg,,
077531575.jpg,,
057442848.jpg,,
069564022.jpg,,
092431636.jpg,,
071239403.jpg,,
036837451.jpg,,
071302820.jpg,home repair,painting inside housewallpapering scraping paint
004027816.jpg,home repair,painting inside housewallpapering scraping paint
038641556.jpg,home repair,painting inside housewallpapering scraping paint
040632303.jpg,home repair,painting inside housewallpapering scraping paint
016683823.jpg,home repair,painting inside housewallpapering scraping paint
002308548.jpg,home repair,painting inside housewallpapering scraping paint
013338124.jpg,home repair,painting inside housewallpapering scraping paint
065462150.jpg,home repair,painting inside housewallpapering scraping paint
080228882.jpg,home repair,painting inside housewallpapering scraping paint
098820349.jpg,home repair,painting inside housewallpapering scraping paint
034636350.jpg,home repair,painting inside housewallpapering scraping paint
059937922.jpg,home repair,painting inside housewallpapering scraping paint
093714497.jpg,home repair,painting inside housewallpapering scraping paint
016704178.jpg,home repair,painting inside housewallpapering scraping paint
071764559.jpg,home repair,painting inside housewallpapering scraping paint
075497873.jpg,home repair,painting inside housewallpapering scraping paint
008897554.jpg,home repair,painting inside housewallpapering scraping paint
086124939.jpg,home repair,painting inside housewallpapering scraping paint
081310505.jpg,home repair,painting inside housewallpapering scraping paint
003340301.jpg,home repair,painting inside housewallpapering scraping paint
009108441.jpg,home repair,painting inside housewallpapering scraping paint
004912689.jpg,walking,walking the dog
033474353.jpg,walking,walking the dog
050928899.jpg,walking,walking the dog
053234773.jpg,walking,walking the dog
026766676.jpg,walking,walking the dog
091159689.jpg,walking,walking the dog
036826279.jpg,miscellaneous,standing talking in person
004555016.jpg,walking,walking the dog
030022711.jpg,walking,walking the dog
053110942.jpg,walking,walking the dog
040822182.jpg,walking,walking the dog
027384252.jpg,walking,walking the dog
013132325.jpg,walking,walking the dog
081916450.jpg,walking,walking the dog
099614524.jpg,walking,walking the dog
032954213.jpg,walking,walking the dog
038162104.jpg,walking,walking the dog
061803752.jpg,walking,walking the dog
071844147.jpg,walking,walking the dog
039202953.jpg,walking,walking the dog
090492952.jpg,miscellaneous,standing miscellaneous
056000399.jpg,walking,walking the dog
045039008.jpg,walking,walking the dog
064667275.jpg,walking,walking the dog
095280385.jpg,,
079455229.jpg,,
004001313.jpg,walking,walking the dog
033230991.jpg,walking,walking the dog
047054468.jpg,,
031451757.jpg,,
070018756.jpg,,
082626915.jpg,walking,walking the dog
073134510.jpg,walking,walking the dog
098933329.jpg,walking,walking the dog
027254765.jpg,walking,walking the dog
087498950.jpg,walking,walking the dog
076662267.jpg,walking,walking the dog
036217876.jpg,walking,walking the dog
073412454.jpg,conditioning exercise,yoga Nadisodhana
010407596.jpg,conditioning exercise,yoga Nadisodhana
078933348.jpg,conditioning exercise,yoga Nadisodhana
053233060.jpg,conditioning exercise,yoga Nadisodhana
029229017.jpg,conditioning exercise,yoga Nadisodhana
065577730.jpg,conditioning exercise,yoga Nadisodhana
064162000.jpg,conditioning exercise,yoga Nadisodhana
020948622.jpg,conditioning exercise,yoga Nadisodhana
003039741.jpg,conditioning exercise,yoga Nadisodhana
043362259.jpg,conditioning exercise,yoga Power
056951187.jpg,conditioning exercise,yoga Power
087660528.jpg,conditioning exercise,yoga Power
092821680.jpg,conditioning exercise,yoga Power
052880522.jpg,conditioning exercise,yoga Power
075380348.jpg,conditioning exercise,yoga Power
043930327.jpg,conditioning exercise,yoga Power
074608216.jpg,conditioning exercise,yoga Power
020480152.jpg,conditioning exercise,yoga Nadisodhana
037106473.jpg,conditioning exercise,yoga Nadisodhana
063422800.jpg,conditioning exercise,yoga Nadisodhana
001815797.jpg,conditioning exercise,yoga Nadisodhana
072246131.jpg,conditioning exercise,yoga Nadisodhana
083553550.jpg,conditioning exercise,yoga Nadisodhana
039914166.jpg,conditioning exercise,yoga Nadisodhana
044794242.jpg,conditioning exercise,yoga Nadisodhana
085128221.jpg,conditioning exercise,yoga Nadisodhana
077565464.jpg,conditioning exercise,yoga Nadisodhana
028814949.jpg,conditioning exercise,yoga Nadisodhana
032397611.jpg,conditioning exercise,yoga Nadisodhana
067887823.jpg,conditioning exercise,yoga Nadisodhana
056319809.jpg,conditioning exercise,yoga Nadisodhana
016222957.jpg,conditioning exercise,yoga Nadisodhana
030992991.jpg,conditioning exercise,yoga Nadisodhana
089998328.jpg,conditioning exercise,yoga Nadisodhana
068817444.jpg,conditioning exercise,yoga Nadisodhana
098597432.jpg,conditioning exercise,yoga Nadisodhana
076701253.jpg,conditioning exercise,yoga Nadisodhana
094197443.jpg,conditioning exercise,yoga Nadisodhana
021618857.jpg,conditioning exercise,yoga Nadisodhana
077148487.jpg,conditioning exercise,yoga Nadisodhana
002021752.jpg,conditioning exercise,yoga Nadisodhana
067076002.jpg,conditioning exercise,yoga Nadisodhana
046928228.jpg,conditioning exercise,yoga Nadisodhana
034676007.jpg,conditioning exercise,yoga Nadisodhana
086240435.jpg,conditioning exercise,yoga Nadisodhana
